"Packet.Length.Std","Total.Length.of.Bwd.Packets","Subflow.Bwd.Bytes","Destination.Port","Packet.Length.Variance","Bwd.Packet.Length.Mean","Avg.Bwd.Segment.Size","Bwd.Packet.Length.Max","Init_Win_bytes_backward","Total.Length.of.Fwd.Packets","Subflow.Fwd.Bytes","Init_Win_bytes_forward","Average.Packet.Size","Packet.Length.Mean","Max.Packet.Length"
3097.25274,62,62,57366,9592974.533,6.888888889,6.888888889,20,256,11607,11607,229,898.0769231,833.9285714,11595
102.4241,444,444,53,10490.7,222,222,222,-1,70,70,-1,137.25,109.8,222
2175.303,11607,11607,80,4731941,2321.4,2321.4,7215,229,56,56,256,897.6154,833.5,7215
0,0,0,80,0,0,0,0,-1,0,0,264,0,0,0
19.88179,41,41,443,395.2857,41,41,41,216,117,117,588,33.16667,28.42857,45
3.464102,6,6,2045,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,1042,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,20000,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464101615,6,6,722,12,6,6,6,0,0,0,29200,3,2,6
3214.168,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4167,897.6154,11595
1754.344767,11607,11607,80,3077725.563,1934.5,1934.5,5840,229,62,62,256,778.3333333,729.6875,5840
2.309401077,6,6,2811,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,749,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,593,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
0,0,0,80,0,0,0,0,28960,0,0,29200,0,0,0
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401077,6,6,1443,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
1911.59573,11601,11601,80,3654198.233,1933.5,1933.5,5840,229,26,26,8192,1291.888889,1162.7,5840
3.464101615,6,6,720,12,6,6,6,0,0,0,29200,3,2,6
2650.585648,11607,11607,80,7025604.278,2321.4,2321.4,7215,229,26,26,8192,1454.125,1292.555556,7215
46.76537,139,139,53,2187,139,139,139,-1,58,58,-1,127.5,85,139
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
3.464101615,6,6,3546,12,6,6,6,0,0,0,29200,3,2,6
425.3217,5758,5758,443,180898.5,303.0526,303.0526,1418,349,1169,1169,29200,173.175,168.9512,1418
3214.167532,11607,11607,80,10300000,2901.75,2901.75,11595,229,56,56,256,972.4166667,897.6153846,11595
0,0,0,37516,0,0,0,0,310,0,0,349,0,0,0
2488.507044,11601,11601,80,6192667.308,2900.25,2900.25,8760,229,56,56,256,971.9166667,897.1538462,8760
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
0,36,36,39596,0,6,6,6,0,6,6,229,6.857143,6,6
0,46,46,53,0,23,23,23,-1,46,46,-1,28.75,23,23
2.309401,6,6,1461,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,6009,12,6,6,6,0,0,0,29200,3,2,6
73.90083446,183,183,53,5461.333333,183,183,183,-1,55,55,-1,146.5,97.66666667,183
8.763561,98,98,53,76.8,49,49,49,-1,66,66,-1,49.25,39.4,49
2.309401,6,6,7625,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
2.309401,6,6,31337,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
8.763561,110,110,53,76.8,55,55,55,-1,78,78,-1,56.75,45.4,55
7.807201,106,106,53,60.95238,53,53,53,-1,148,148,-1,48.5,41.57143,53
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,3003,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
98.04234,452,452,53,9612.3,226,226,226,-1,94,94,-1,148.25,118.6,226
3.464102,6,6,64623,12,6,6,6,0,0,0,29200,3,2,6
3.464101615,6,6,1042,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,138,0,0,0,0,-1,3055,3055,-1,253.0769,235,235
311.5479,742,742,80,97062.12,247.3333,247.3333,742,118,593,593,29200,190.7143,166.875,742
0,6,6,9731,0,6,6,6,255,6,6,343,9,6,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
0,42,42,41645,0,6,6,6,0,6,6,229,6.75,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
154.756818,164,164,443,23949.67273,41,41,152,237,611,611,8192,77.5,70.45454545,517
3.464102,6,6,3260,12,6,6,6,0,0,0,29200,3,2,6
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
3350.634907,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.555556,10135
3.464102,6,6,7,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,49153,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
318.6467,872,872,80,101535.7,218,218,860,31,436,436,8192,186.8571,163.5,860
3.464101615,6,6,32770,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
3.464102,6,6,5080,12,6,6,6,0,0,0,29200,3,2,6
70.10849,332,332,53,4915.2,166,166,166,-1,76,76,-1,111.5,89.2,166
8.763561,116,116,53,76.8,58,58,58,-1,84,84,-1,60.5,48.4,58
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,10629,12,6,6,6,0,0,0,29200,3,2,6
154.7568,164,164,443,23949.67,41,41,152,30,611,611,8192,77.5,70.45455,517
3.464102,6,6,14238,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,55600,12,6,6,6,0,0,0,29200,3,2,6
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
655.7004,6333,6333,443,429943,527.75,527.75,1523,9036,4687,4687,29200,408.1481,393.5714,2163
20.02776,312,312,53,401.1111,78,78,78,-1,160,160,-1,64,56.88889,78
2.309401,6,6,911,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
35.05424368,188,188,53,1228.8,94,94,94,-1,60,60,-1,69.5,55.6,94
87.63561,386,386,53,7680,193,193,193,-1,66,66,-1,121.25,97,193
2.309401,6,6,787,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3113.953,11601,11601,80,9696701,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
52.58136552,270,270,53,2764.8,135,135,135,-1,78,78,-1,96.75,77.4,135
2.309401077,6,6,2601,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,6,6,80,0,6,6,6,946,6,6,16425,9,6,6
2.309401,6,6,1124,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1911.59573,11601,11601,80,3654198.233,1933.5,1933.5,5840,229,26,26,8192,1291.888889,1162.7,5840
3.464102,6,6,5357,12,6,6,6,0,0,0,29200,3,2,6
786.0445,12168,12168,443,617866,936,936,2896,123,1344,1344,29200,500.4444,482.5714,2896
0,0,0,34392,0,0,0,0,252,0,0,349,0,0,0
3.464102,0,0,49508,12,0,0,0,29200,6,6,0,6,4,6
0,0,0,51047,0,0,0,0,245,0,0,362,0,0,0
681.1224,3794,3794,443,463927.7,542,542,2920,22,530,530,8192,254.3529,240.2222,2920
1494.367,11601,11601,80,2233132,1933.5,1933.5,2920,229,26,26,8192,1291.889,1162.7,2920
32.86335,180,180,53,1080,90,90,90,-1,60,60,-1,67.5,54,90
1434.572,11601,11601,80,2057996,1933.5,1933.5,4380,229,56,56,256,833.0714,777.5333,4380
58.49102,268,268,53,3421.2,134,134,185,-1,96,96,-1,105.25,84.2,185
2.309401077,6,6,9003,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
70.10848736,386,386,53,4915.2,193,193,193,-1,130,130,-1,145.25,116.2,193
3.464102,6,6,20222,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,52673,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
1102.854,5274,5274,443,1216288,1054.8,1054.8,4096,110,375,375,8192,434.5385,403.5,4096
2.309401077,6,6,1097,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
87.6356092,388,388,53,7680,194,194,194,-1,68,68,-1,122.5,98,194
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
17.52712,130,130,53,307.2,65,65,65,-1,66,66,-1,57.25,45.8,65
16.16580754,84,84,53,261.3333333,84,84,84,-1,56,56,-1,98,65.33333333,84
3.286335,0,0,80,10.8,0,0,0,29200,12,12,8192,3,2.4,6
0,0,0,53928,0,0,0,0,849,0,0,1035,0,0,0
53.12909,280,280,53,2822.7,140,140,140,-1,86,86,-1,102.25,81.8,140
2.309401,6,6,406,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,30,30,22591,0,6,6,6,0,6,6,229,7,6,6
1366.163,62,62,53440,1866400,6.888889,6.888889,20,256,11607,11607,229,729.6875,686.7647,4380
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
3.464101615,6,6,33899,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,5950,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
38.06010284,224,224,53,1448.571429,112,112,112,-1,136,136,-1,65.66666667,56.28571429,112
2.309401,6,6,10012,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,2100,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1434.571657,11601,11601,80,2057995.838,1933.5,1933.5,4380,229,56,56,256,833.0714286,777.5333333,4380
2.309401077,6,6,1247,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,777,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,4662,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,6,6,47972,0,6,6,6,320,12,12,33,8,6,6
3.464102,6,6,3476,12,6,6,6,0,0,0,29200,3,2,6
412.5543041,4376,4376,443,170201.0538,364.6666667,364.6666667,1448,243,787,787,29200,206.52,198.5769231,1448
8.763561,96,96,53,76.8,48,48,48,-1,64,64,-1,48,38.4,48
2615.388,11607,11607,80,6840253,2321.4,2321.4,10135,229,62,62,256,833.9286,778.3333,10135
31.22019,182,182,53,974.7,91,91,91,-1,68,68,-1,71,56.8,91
0,6,6,53940,0,6,6,6,251,6,6,345,9,6,6
1589.474,11601,11601,80,2526427,1933.5,1933.5,5840,229,62,62,256,777.9333,729.3125,5840
3350.635,11607,11607,80,11200000,2321.4,2321.4,10135,229,26,26,8192,1454.125,1292.556,10135
2.309401,6,6,3052,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
32.86335,204,204,53,1080,102,102,102,-1,84,84,-1,82.5,66,102
3113.952607,11601,11601,80,9696700.839,2900.25,2900.25,8760,229,26,26,8192,1661,1453.375,8760
62.35382907,173,173,53,3888,173,173,173,-1,65,65,-1,151.5,101,173
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,8022,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464101615,6,6,873,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
3.464101615,6,6,6699,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,464,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2.309401,6,6,3221,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
320.0299,4574,4574,465,102419.1,190.5833,190.5833,1430,176,1396,1396,8192,149.25,145.6098,1430
2.309401,6,6,2366,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
0,6,6,43308,0,6,6,6,229,6,6,11,9,6,6
3.464102,6,6,2126,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,9917,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,1065,12,6,6,6,0,0,0,29200,3,2,6
49.65212,130,130,53,2465.333,130,130,130,-1,44,44,-1,109,72.66667,130
0,0,0,80,0,0,0,0,-1,12,12,255,9,6,6
2.309401077,6,6,119,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
0,0,0,10516,0,0,0,0,-1,12,12,4,9,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,4006,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.464102,6,6,34572,12,6,6,6,0,0,0,29200,3,2,6
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
2.309401,6,6,51103,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
2.309401,6,6,1719,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
55.8677,264,264,53,3121.2,132,132,132,-1,60,60,-1,88.5,70.8,132
182.9813,832,832,53,33482.14,416,416,416,-1,164,164,-1,172.8333,148.1429,416
8.76356092,94,94,53,76.8,47,47,47,-1,62,62,-1,46.75,37.4,47
3.464102,6,6,1069,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,5001,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,1443,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
76.68115805,358,358,53,5880,179,179,179,-1,78,78,-1,118.75,95,179
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
3.286335345,0,0,443,10.8,0,0,0,29200,12,12,8192,3,2.4,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,80,0,0,0,0,-1,36,36,256,7,6,6
613.6622,10766,10766,443,376581.3,512.6667,512.6667,2896,61,1003,1003,29200,267.4773,261.5333,2896
0,0,0,443,0,0,0,0,-1,12,12,254,9,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401,6,6,25735,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,7920,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
0,30,30,57800,0,6,6,6,0,6,6,229,7,6,6
1047.763698,38485,38485,443,1097808.766,1480.192308,1480.192308,4344,288,1189,1189,65535,826.5416667,809.6734694,4344
1159.216,244196,244196,443,1343781,1836.06,1836.06,4344,37,2681,2681,29200,1198.432,1192.643,4344
38.10512,122,122,53,1452,122,122,122,-1,56,56,-1,117,78,122
2.309401,6,6,425,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
462.0263,3944,3944,443,213468.3,563.4286,563.4286,1430,343,559,559,8192,264.8824,250.1667,1430
0,6,6,443,0,6,6,6,0,6,6,0,9,6,6
0,30,30,53542,0,6,6,6,0,6,6,229,7,6,6
4097.538,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857,1454.125,11595
2.309401077,6,6,8254,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,24444,12,6,6,6,0,0,0,29200,3,2,6
18.86670032,46,46,443,355.952381,46,46,46,131,135,135,251,37.83333333,32.42857143,46
59.67411,311,311,53,3561,155.5,155.5,175,-1,102,102,-1,115,92,175
0,6,6,56207,0,6,6,6,256,6,6,135,9,6,6
153.8907,475,475,443,23682.36,67.85714,67.85714,287,31088,783,783,8192,104.8333,96.76923,500
78.87205,358,358,53,6220.8,179,179,179,-1,70,70,-1,115.75,92.6,179
2262.787,11601,11601,80,5120203,2320.2,2320.2,8760,229,62,62,256,833.5,777.9333,8760
0,96,96,123,0,48,48,48,-1,96,96,-1,60,48,48
38.34058,204,204,53,1470,102,102,102,-1,64,64,-1,75,60,102
21.36195996,0,0,53040,456.3333333,0,0,0,-1,37,37,972,37,24.66666667,37
3378.299,11607,11607,80,11400000,2321.4,2321.4,10220,229,26,26,8192,1454.125,1292.556,10220
10.95445,130,130,53,120,65,65,65,-1,90,90,-1,66.25,53,65
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,6,6,57954,0,6,6,6,253,6,6,132,9,6,6
2554.159212,11607,11607,80,6523729.278,2321.4,2321.4,5840,229,26,26,8192,1454.125,1292.555556,5840
1189.04,153,153,80,1413817,25.5,25.5,153,46,3774,3774,29200,436.3333,392.7,3774
23.5,0,0,443,552.25,0,0,0,-1,65,65,65520,23.66667,17.75,53
3544.652026,26,26,55132,12600000,13,13,20,256,11601,11601,8192,1661,1453.375,10135
2.309401077,6,6,7496,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
1911.59573,11601,11601,80,3654198.233,1933.5,1933.5,5840,229,26,26,8192,1291.888889,1162.7,5840
3.464102,6,6,1169,12,6,6,6,0,0,0,29200,3,2,6
3.464102,6,6,3351,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
42.45165,268,268,53,1802.143,134,134,134,-1,188,188,-1,83.83333,71.85714,134
400.7541,5099,5099,443,160603.9,318.6875,318.6875,1460,34,2223,2223,29200,228.8125,221.8788,1460
708.791,84188,84188,443,502384.7,779.5185,779.5185,2896,9649,5269,5269,29200,488.8361,486.1793,2896
14.43376,0,0,55282,208.3333,0,0,0,-1,37,37,32,34,22.66667,31
37.57215,250,250,53,1411.667,125,125,125,-1,192,192,-1,81.66667,70,125
219.4092,1659,1659,80,48140.42,103.6875,103.6875,553,256,1819,1819,29200,99.37143,96.61111,626
2258.947,11601,11601,80,5102843,1933.5,1933.5,7300,229,26,26,8192,1291.889,1162.7,7300
32.31563,174,174,53,1044.3,87,87,87,-1,56,56,-1,64.5,51.6,87
653.8686134,79440,79440,443,427544.1636,872.967033,872.967033,1430,428,3121,3121,8192,565.4863014,561.6394558,1430
46.7653718,138,138,53,2187,138,138,138,-1,57,57,-1,126,84,138
0,0,0,60596,0,0,0,0,339,0,0,179,0,0,0
2402.71381,11601,11601,80,5773033.654,2900.25,2900.25,8760,229,62,62,256,897.6153846,833.5,8760
9.237604,69,69,53,85.33333,69,69,69,-1,53,53,-1,87.5,58.33333,69
2525.185,56,56,61101,6376557,6.222222,6.222222,20,256,12982,12982,229,960.8667,900.8125,10135
39.43602,226,226,53,1555.2,113,113,113,-1,82,82,-1,87.25,69.8,113
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
82.15838,360,360,53,6750,180,180,180,-1,60,60,-1,112.5,90,180
3.464102,6,6,2006,12,6,6,6,0,0,0,29200,3,2,6
1989.013,11601,11601,80,3956171,1933.5,1933.5,5840,229,20,20,8192,1452.625,1291.222,5840
2.309401,6,6,1500,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1511.262,68,68,53548,2283912,6.8,6.8,20,256,11607,11607,229,687.1176,648.9444,5840
3.464102,6,6,144,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,56055,0,0,0,0,-1,18,18,389,8,6,6
0,0,0,46761,0,0,0,0,-1,0,0,5909,0,0,0
0,18,18,59878,0,6,6,6,0,6,6,0,7.5,6,6
32.31563,204,204,53,1044.3,102,102,102,-1,86,86,-1,83.25,66.6,102
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
28.3011,194,194,53,800.9524,97,97,97,-1,156,156,-1,64.83333,55.57143,97
8.763561,114,114,53,76.8,57,57,57,-1,82,82,-1,59.25,47.4,57
3.464102,6,6,1045,12,6,6,6,0,0,0,29200,3,2,6
1465.904,11601,11601,80,2148876,1657.286,1657.286,5840,229,62,62,256,729.3125,686.4118,5840
2.309401,6,6,89,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,0,0,80,0,0,0,0,-1,0,0,264,0,0,0
55.8856,238,238,53,3123.2,119,119,175,-1,94,94,-1,94.75,75.8,175
8.76356092,112,112,53,76.8,56,56,56,-1,80,80,-1,58,46.4,56
568.8182116,6404,6404,443,323554.1579,640.4,640.4,1448,114,1206,1206,29200,400.5263158,380.5,1448
2.309401,6,6,7007,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
21.36118,170,170,53,456.3,85,85,85,-1,92,92,-1,77,61.6,85
2.309401,6,6,28201,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,2608,12,6,6,6,0,0,0,29200,3,2,6
1434.572,11601,11601,80,2057996,1933.5,1933.5,4380,229,56,56,256,833.0714,777.5333,4380
2.309401,6,6,3052,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
8.763561,102,102,53,76.8,51,51,51,-1,70,70,-1,51.75,41.4,51
3.464101615,6,6,1060,12,6,6,6,0,0,0,29200,3,2,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,6,6,22,0,6,6,6,245,6,6,256,9,6,6
1791.113,11601,11601,80,3208087,1933.5,1933.5,4380,229,26,26,8192,1291.889,1162.7,4380
2.309401077,6,6,8042,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
8.763561,102,102,53,76.8,51,51,51,-1,70,70,-1,51.75,41.4,51
2402.714,11607,11607,80,5773034,2321.4,2321.4,8760,229,56,56,256,897.6154,833.5,8760
0,0,0,443,0,0,0,0,-1,12,12,0,9,6,6
2.309401077,6,6,667,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
1690.96,11601,11601,80,2859346,1933.5,1933.5,4380,229,20,20,8192,1452.625,1291.222,4380
1674.294,11601,11601,80,2803262,2320.2,2320.2,4380,229,56,56,256,897.1538,833.0714,4380
2980.616,56,56,61113,8884071,6.222222,6.222222,20,256,12982,12982,229,1029.5,960.8667,11595
668.5927296,24,24,21587,447016.2381,4.8,4.8,6,0,1375,1375,229,462.3333333,396.2857143,1375
2110.951,11601,11601,80,4456113,2320.2,2320.2,5840,229,26,26,8192,1453.375,1291.889,5840
4097.537534,11607,11607,80,16800000,2901.75,2901.75,11595,229,26,26,8192,1661.857143,1454.125,11595
1548.968,62,62,56433,2399300,6.888889,6.888889,20,256,11607,11607,229,729.6875,686.7647,5840
1903.963,11607,11607,80,3625074,1934.5,1934.5,4380,229,26,26,8192,1292.556,1163.3,4380
1918.795458,11601,11601,80,3681776.011,1933.5,1933.5,5840,229,26,26,8192,1291.888889,1162.7,5840
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
2.309401077,6,6,714,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
3.464102,6,6,32768,12,6,6,6,0,0,0,29200,3,2,6
3.464101615,6,6,6000,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,1023,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,2393,12,6,6,6,0,0,0,29200,3,2,6
17.52712,244,244,53,307.2,122,122,122,-1,180,180,-1,128.5,102.8,122
1105.989411,71209,71209,80,1223212.576,1873.921053,1873.921053,2896,235,325,325,29200,993.5277778,979.9178082,2896
21.99242,147,147,443,483.6667,36.75,36.75,64,292,52,52,256,40.83333,35,64
0,30,30,62574,0,6,6,6,0,6,6,229,7,6,6
0,6,6,58554,0,6,6,6,255,6,6,946,9,6,6
55.8677,264,264,53,3121.2,132,132,132,-1,60,60,-1,88.5,70.8,132
8.76356092,102,102,53,76.8,51,51,51,-1,70,70,-1,51.75,41.4,51
2.309401,6,6,8443,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,5907,12,6,6,6,0,0,0,29200,3,2,6
1627.462,11607,11607,80,2648632,1934.5,1934.5,4380,229,56,56,256,833.5,777.9333,4380
0,0,0,443,0,0,0,0,-1,12,12,256,9,6,6
505.2306,3735,3735,443,255257.9,622.5,622.5,1448,118,344,344,29200,271.9333,254.9375,1448
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
16.16580754,75,75,53,261.3333333,75,75,75,-1,47,47,-1,84.5,56.33333333,75
15.6144,134,134,53,243.8095,67,67,67,-1,140,140,-1,51.5,44.14286,67
3.464102,6,6,5922,12,6,6,6,0,0,0,29200,3,2,6
2.309401,6,6,16113,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
0,6,6,56560,0,6,6,6,254,6,6,115,9,6,6
149.8347,152,152,443,22450.45,38,38,152,939,599,599,29200,68.27273,62.58333,517
9.859006,104,104,53,97.2,52,52,52,-1,68,68,-1,51.5,41.2,52
55.86770087,264,264,53,3121.2,132,132,132,-1,60,60,-1,88.5,70.8,132
27.13546,96,96,53,736.3333,96,96,96,-1,49,49,-1,97,64.66667,96
134.0974128,660,660,80,17982.11613,47.14285714,47.14285714,588,4872,576,576,8192,41.2,39.87096774,588
53.12909,258,258,53,2822.7,129,129,129,-1,64,64,-1,88.5,70.8,129
0,0,0,21,0,0,0,0,28960,0,0,29200,0,0,0
1690.96,11601,11601,80,2859346,1933.5,1933.5,4380,229,20,20,8192,1452.625,1291.222,4380
18.8667,46,46,443,355.9524,46,46,46,31,135,135,306,37.83333,32.42857,46
70.10849,330,330,53,4915.2,165,165,165,-1,74,74,-1,110.25,88.2,165
29.44486373,90,90,53,867,90,90,90,-1,39,39,-1,84,56,90
3.464101615,6,6,1310,12,6,6,6,0,0,0,29200,3,2,6
2.309401077,6,6,1112,5.333333333,6,6,6,0,2,2,1024,5,3.333333333,6
2.309401,6,6,2394,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
1980.71,11601,11601,80,3923213,2320.2,2320.2,4380,229,26,26,8192,1453.375,1291.889,4380
2138.329153,11607,11607,80,4572451.567,1934.5,1934.5,5840,229,26,26,8192,1292.555556,1163.3,5840
2.309401,6,6,800,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,1151,12,6,6,6,0,0,0,29200,3,2,6
9.237604,66,66,53,85.33333,66,66,66,-1,50,50,-1,83,55.33333,66
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
0,0,0,443,0,0,0,0,-1,12,12,0,9,6,6
0,0,0,80,0,0,0,0,-1,12,12,2465,9,6,6
3.207135,18,18,8080,10.28571,6,6,6,0,0,0,8192,3,2.571429,6
2138.329,11607,11607,80,4572452,1934.5,1934.5,5840,229,26,26,8192,1292.556,1163.3,5840
3.464102,6,6,5987,12,6,6,6,0,0,0,29200,3,2,6
62.4576,310,310,53,3900.952,155,155,155,-1,108,108,-1,74.16667,63.57143,155
2.309401,6,6,548,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
3.464102,6,6,64623,12,6,6,6,0,0,0,29200,3,2,6
0,30,30,58697,0,6,6,6,0,6,6,229,7,6,6
0,0,0,80,0,0,0,0,-1,30,30,256,7.2,6,6
58.89651942,356,356,53,3468.8,178,178,189,-1,138,138,-1,145.75,116.6,189
2.309401,6,6,4129,5.333333,6,6,6,0,2,2,1024,5,3.333333,6
16.16581,77,77,53,261.3333,77,77,77,-1,49,49,-1,87.5,58.33333,77
0,0,0,8881,0,0,0,0,-1,12,12,10227,9,6,6
0,0,0,80,0,0,0,0,-1,24,24,256,7.5,6,6
